Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200609,2,D,185-189,887,165908,185-189
200609,2,A,160-164,116,18833,Menos de 165
200609,3,D,150-154,315,47921,Menos de 165
200609,3,D,120-124,53,6460,Menos de 165
200609,3,A,155-159,54,8476,Menos de 165
200609,3,D,130-134,151,19901,Menos de 165
200609,4,A,245-249,1218,300697,Mas de 219
200609,3,D,160-164,330,53518,Menos de 165
200609,2,D,170-174,2212,379813,170-174
200609,2,A,190-194,711,136455,190-194
200609,2,D,145-149,3828,563812,Menos de 165
200609,2,A,165-169,159,26590,165-169
200609,4,D,135-139,2078,285028,Menos de 165
200609,4,D,240-244,449,108637,Mas de 219
200609,2,D,220-224,30,6658,Mas de 219
200609,4,A,195-199,8716,1716048,195-199
200609,4,D,175-179,6705,1186912,175-179
200609,4,A,185-189,7232,1352472,185-189
200609,2,A,150-154,10,1518,Menos de 165
200609,3,D,165-169,380,63419,165-169
200609,2,D,180-184,1060,192837,180-184
200609,3,D,200-204,207,41786,200-204
200609,4,A,215-219,5577,1209986,215-219
200609,4,A,125-129,160,20382,Menos de 165
200609,3,A,235-239,94,22288,Mas de 219
200609,4,A,145-149,680,99985,Menos de 165
200609,3,D,210-214,141,29876,210-214
200609,2,A,180-184,809,147309,180-184
200609,4,D,Menor que 120,1240,137010,Mas de 219
200609,4,A,170-174,3213,552687,170-174
200609,2,D,140-144,2922,416056,Menos de 165
200609,3,D,230-234,70,16234,Mas de 219
200609,3,A,225-229,140,31775,Mas de 219
200609,2,A,210-214,93,19719,210-214
200609,4,D,260-264,58,15176,Mas de 219
200609,2,A,155-159,5,789,Menos de 165
200609,2,A,230-234,11,2544,Mas de 219
200609,2,D,200-204,292,58897,200-204
200609,3,D,180-184,360,65546,180-184
200609,2,D,120-124,544,66630,Menos de 165
200609,4,A,Mas de 264,410,111704,Mas de 219
200609,2,D,195-199,518,101918,195-199
200609,3,A,190-194,268,51466,190-194
200609,4,A,140-144,383,54479,Menos de 165
200609,2,D,215-219,73,15819,215-219
200609,3,A,130-134,19,2505,Menos de 165
200609,2,D,160-164,6192,1002945,Menos de 165
200609,2,D,165-169,4572,762411,165-169
200609,4,A,220-224,4883,1083737,Mas de 219
200609,4,A,255-259,642,164875,Mas de 219
200609,4,D,245-249,354,87467,Mas de 219
200609,4,A,175-179,4851,859158,175-179
200609,4,A,135-139,350,48000,Menos de 165
200609,2,A,255-259,3,767,Mas de 219
200609,4,D,185-189,4891,914469,185-189
200609,4,A,160-164,1948,316166,Menos de 165
200609,3,A,120-124,5,609,Menos de 165
200609,4,D,145-149,3710,545420,Menos de 165
200609,3,A,230-234,146,33876,Mas de 219
200609,3,A,205-209,207,42887,205-209
200609,4,A,165-169,2204,368529,165-169
200609,2,D,190-194,790,151573,190-194
200609,4,A,200-204,8808,1779787,200-204
200609,3,A,210-214,194,41139,210-214
200609,3,A,250-254,45,11345,Mas de 219
200609,3,D,125-129,103,13112,Menos de 165
200609,3,D,215-219,111,24055,215-219
200609,2,D,135-139,2003,274848,Menos de 165
200609,3,D,170-174,341,58664,170-174
200609,4,D,225-229,1437,326062,Mas de 219
200609,3,D,205-209,155,32108,205-209
200609,2,A,220-224,32,7088,Mas de 219
200609,3,A,240-244,78,18870,Mas de 219
200609,4,D,200-204,4617,932646,200-204
200609,2,A,215-219,61,13216,215-219
200609,4,A,Menor que 120,57,6451,Mas de 219
200609,2,D,225-229,10,2272,Mas de 219
200609,4,D,195-199,4915,967648,195-199
200609,4,A,180-184,6527,1187526,180-184
200609,3,A,150-154,49,7445,Menos de 165
200609,4,D,235-239,686,162516,Mas de 219
200609,4,D,Mas de 264,51,13786,Mas de 219
200609,3,D,250-254,19,4788,Mas de 219
200609,4,D,140-144,2916,414254,Menos de 165
200609,3,D,220-224,92,20422,Mas de 219
200609,3,A,260-264,32,8381,Mas de 219
200609,2,A,170-174,542,93191,170-174
200609,3,D,190-194,262,50324,190-194
200609,2,D,125-129,816,103915,Menos de 165
200609,3,D,255-259,21,5402,Mas de 219
200609,4,D,160-164,5871,951781,Menos de 165
200609,3,D,175-179,350,61981,175-179
200609,4,D,120-124,840,102972,Menos de 165
200609,3,D,135-139,191,26179,Menos de 165
200609,4,D,190-194,5304,1018664,190-194
200609,2,A,240-244,4,969,Mas de 219
200609,4,D,165-169,6532,1091723,165-169
200609,3,A,215-219,180,39053,215-219
200609,3,A,125-129,6,763,Menos de 165
200609,2,A,135-139,1,137,Menos de 165
200609,2,A,175-179,660,116827,175-179
200609,4,D,130-134,1521,201090,Menos de 165
200609,3,A,245-249,66,16295,Mas de 219
200609,2,D,Menor que 120,361,42101,Mas de 219
200609,4,D,150-154,4206,639385,Menos de 165
200609,4,A,155-159,1586,249053,Menos de 165
200609,3,A,195-199,258,50796,195-199
200609,3,D,240-244,42,10176,Mas de 219
200609,3,A,255-259,26,6683,Mas de 219
200609,2,A,225-229,17,3851,Mas de 219
200609,2,A,205-209,170,35164,205-209
200609,4,A,235-239,2196,520241,Mas de 219
200609,4,D,180-184,5726,1041600,180-184
200609,4,D,230-234,998,231384,Mas de 219
200609,4,D,210-214,2802,593710,210-214
200609,3,D,Menor que 120,100,11133,Mas de 219
200609,4,A,190-194,7916,1520528,190-194
200609,2,D,175-179,1303,230259,175-179
200609,3,A,170-174,200,34384,170-174
200609,3,A,145-149,43,6343,Menos de 165
200609,4,D,155-159,5347,839541,Menos de 165
200609,4,A,225-229,3764,854177,Mas de 219
200609,3,D,260-264,11,2885,Mas de 219
200609,3,A,220-224,159,35286,Mas de 219
200609,2,D,235-239,7,1651,Mas de 219
200609,3,A,Mas de 264,44,12014,Mas de 219
200609,2,A,245-249,1,246,Mas de 219
200610,3,A,210-214,156,33045,210-214
200610,3,A,155-159,61,9555,Menos de 165
200610,2,A,180-184,767,139641,180-184
200610,4,A,205-209,10535,2178076,205-209
200610,4,A,145-149,1073,157841,Menos de 165
200610,2,D,140-144,3374,480439,Menos de 165
200610,4,D,Menor que 120,1865,204206,Mas de 219
200610,2,A,150-154,9,1370,Menos de 165
200610,3,D,215-219,114,24744,215-219
200610,4,D,175-179,10852,1921528,175-179
200610,3,D,120-124,60,7336,Menos de 165
200610,2,D,135-139,2243,307866,Menos de 165
200610,4,A,125-129,181,23057,Menos de 165
200610,3,D,165-169,416,69459,165-169
200610,3,D,200-204,242,48865,200-204
200610,3,D,150-154,330,50193,Menos de 165
200610,3,D,160-164,393,63748,Menos de 165
200610,2,A,200-204,288,58101,200-204
200610,4,D,240-244,719,173938,Mas de 219
200610,2,A,215-219,43,9305,215-219
200610,3,D,185-189,375,70156,185-189
200610,2,D,170-174,3280,563450,170-174
200610,2,A,185-189,795,148624,185-189
200610,4,A,245-249,1522,375717,Mas de 219
200610,2,D,205-209,225,46499,205-209
200610,2,D,220-224,44,9759,Mas de 219
200610,2,D,145-149,4295,632560,Menos de 165
200610,4,D,235-239,990,234537,Mas de 219
200610,2,D,195-199,677,133268,195-199
200610,2,A,165-169,182,30400,165-169
200610,3,D,220-224,107,23768,Mas de 219
200610,2,A,250-254,1,251,Mas de 219
200610,3,A,190-194,249,47801,190-194
200610,3,D,170-174,359,61757,170-174
200610,2,D,185-189,1227,229364,185-189
200610,2,A,220-224,37,8216,Mas de 219
200610,2,A,160-164,152,24615,Menos de 165
200610,3,D,180-184,360,65550,180-184
200610,2,D,245-249,2,493,Mas de 219
200610,3,D,135-139,199,27251,Menos de 165
200610,3,D,140-144,228,32379,Menos de 165
200610,4,A,Mas de 264,447,121568,Mas de 219
200610,4,A,260-264,413,108179,Mas de 219
200610,2,D,125-129,951,120882,Menos de 165
200610,4,A,225-229,4875,1106070,Mas de 219
200610,3,A,215-219,148,32149,215-219
200610,2,A,135-139,2,274,Menos de 165
200610,2,A,140-144,5,703,Menos de 165
200610,3,D,250-254,25,6300,Mas de 219
200610,4,D,130-134,1941,256614,Menos de 165
200610,4,A,195-199,11960,2354553,195-199
200610,3,A,235-239,80,18960,Mas de 219
200610,2,D,180-184,1304,237223,180-184
200610,4,D,145-149,4890,718678,Menos de 165
200610,3,D,230-234,64,14840,Mas de 219
200610,4,A,215-219,7209,1564187,215-219
200610,4,A,200-204,11894,2403229,200-204
200610,4,A,165-169,3267,546312,165-169
200610,4,A,175-179,6806,1205593,175-179
200610,3,A,240-244,62,15005,Mas de 219
200610,3,A,150-154,61,9307,Menos de 165
200610,3,D,210-214,155,32857,210-214
200610,4,D,205-209,5145,1064178,205-209
200610,2,A,230-234,13,3011,Mas de 219
200610,4,D,Mas de 264,128,34713,Mas de 219
200610,3,D,125-129,94,11961,Menos de 165
200610,2,A,190-194,755,144917,190-194
200610,2,A,170-174,639,109875,170-174
200610,4,A,185-189,10144,1897419,185-189
200610,2,D,225-229,26,5888,Mas de 219
200610,3,D,255-259,7,1801,Mas de 219
200610,2,D,Menor que 120,436,50849,Mas de 219
200610,2,A,210-214,105,22220,210-214
200610,2,D,200-204,394,79489,200-204
200610,2,A,255-259,1,256,Mas de 219
200610,3,A,120-124,7,853,Menos de 165
200610,3,D,190-194,324,62227,190-194
200610,2,D,215-219,97,21012,215-219
200610,4,A,160-164,2865,464862,Menos de 165
200610,3,A,255-259,33,8480,Mas de 219
200610,3,D,225-229,99,22454,Mas de 219
200610,3,A,130-134,10,1324,Menos de 165
200610,2,D,160-164,7381,1195983,Menos de 165
200610,2,D,165-169,5722,954600,165-169
200610,2,A,225-229,14,3172,Mas de 219
200610,4,A,140-144,561,79743,Menos de 165
200610,4,A,180-184,9294,1691211,180-184
200610,4,A,Menor que 120,87,9902,Mas de 219
200610,4,D,260-264,108,28270,Mas de 219
200610,4,A,135-139,493,67626,Menos de 165
200610,4,D,245-249,493,121777,Mas de 219
200610,3,A,250-254,47,11835,Mas de 219
200610,2,D,175-179,1847,326301,175-179
200610,3,A,170-174,187,32154,170-174
200610,4,D,195-199,7741,1523343,195-199
200610,3,A,220-224,114,25323,Mas de 219
200610,3,A,230-234,89,20649,Mas de 219
200610,4,D,155-159,7169,1125736,Menos de 165
200610,4,A,230-234,3756,870922,Mas de 219
200610,2,D,190-194,1048,201113,190-194
200610,3,D,175-179,409,72418,175-179
200610,3,D,240-244,40,9665,Mas de 219
200610,4,A,210-214,8784,1861910,210-214
200610,2,D,130-134,1809,238937,Menos de 165
200610,4,D,150-154,5726,870228,Menos de 165
200610,3,D,235-239,44,10418,Mas de 219
200610,3,A,245-249,55,13572,Mas de 219
200610,4,D,200-204,7216,1457950,200-204
200610,4,D,215-219,3347,726126,215-219
200610,2,D,230-234,8,1856,Mas de 219
200610,4,D,185-189,7306,1366153,185-189
200610,4,D,165-169,8785,1468911,165-169
200610,2,A,240-244,3,725,Mas de 219
200610,3,A,125-129,5,636,Menos de 165
200610,2,D,210-214,110,23286,210-214
200610,2,A,235-239,6,1417,Mas de 219
200610,2,D,155-159,6242,980426,Menos de 165
200610,4,A,190-194,10859,2085575,190-194
200610,4,D,250-254,294,74078,Mas de 219
200610,3,A,260-264,16,4194,Mas de 219
200610,3,A,Mas de 264,35,9491,Mas de 219
200610,4,D,120-124,1099,134611,Menos de 165
200610,3,D,130-134,153,20211,Menos de 165
200610,4,D,220-224,2876,638166,Mas de 219
200610,4,D,160-164,8185,1327219,Menos de 165
200610,4,D,170-174,9011,1549688,170-174
200610,3,A,225-229,119,26959,Mas de 219
200610,4,A,155-159,2241,352131,Menos de 165
200610,2,A,175-179,721,127545,175-179
200610,3,D,Menor que 120,144,16082,Mas de 219
200610,4,D,180-184,7984,1452430,180-184
200610,3,A,205-209,212,43897,205-209
200610,4,D,140-144,3732,530121,Menos de 165
200610,3,A,195-199,261,51363,195-199
200610,3,D,145-149,309,45408,Menos de 165
200610,4,D,135-139,2686,368413,Menos de 165
200610,3,D,205-209,185,38318,205-209
200610,4,A,120-124,74,9059,Menos de 165
200610,3,A,160-164,98,15883,Menos de 165
200610,3,A,165-169,148,24715,165-169
200610,4,A,240-244,1949,471693,Mas de 219
200610,2,A,205-209,188,38856,205-209
200610,3,A,185-189,273,51050,185-189
200610,4,D,230-234,1489,345239,Mas de 219
200610,4,A,235-239,2685,636184,Mas de 219
200610,2,A,145-149,3,440,Menos de 165
200610,4,D,210-214,4141,877492,210-214
200610,4,A,150-154,1438,218445,Menos de 165
200610,3,A,175-179,216,38252,175-179
200610,4,D,190-194,8150,1565558,190-194
200610,4,D,255-259,180,46182,Mas de 219
200610,4,A,220-224,6515,1445740,Mas de 219
200610,2,D,240-244,1,243,Mas de 219
200610,3,A,140-144,13,1842,Menos de 165
200610,4,A,170-174,4618,794420,170-174
200610,3,A,180-184,256,46665,180-184
200610,4,A,255-259,686,176169,Mas de 219
200610,4,D,225-229,2088,473851,Mas de 219
200610,3,A,135-139,15,2053,Menos de 165
200610,3,D,245-249,25,6185,Mas de 219
200610,2,A,245-249,2,496,Mas de 219
200610,2,D,235-239,6,1417,Mas de 219
200610,2,D,150-154,4985,757972,Menos de 165
200610,4,D,125-129,1689,214966,Menos de 165
200610,4,A,130-134,252,33269,Menos de 165
200610,3,D,155-159,395,62080,Menos de 165
200610,2,A,195-199,493,97013,195-199
200610,3,D,195-199,285,56129,195-199
200610,4,A,250-254,1038,261430,Mas de 219
200610,3,D,260-264,12,3143,Mas de 219
200610,2,D,120-124,660,80664,Menos de 165
200610,3,D,Mas de 264,19,5168,Mas de 219
200610,3,A,Menor que 120,3,333,Mas de 219
200610,2,A,155-159,8,1250,Menos de 165
200610,3,A,200-204,237,47868,200-204
200610,3,A,145-149,25,3688,Menos de 165
200611,2,D,Mas de 264,1,265,Mas de 219
200611,4,D,210-214,4867,1031295,210-214
200611,3,A,190-194,185,35528,190-194
200611,2,D,195-199,1033,203403,195-199
200611,4,D,205-209,6071,1255766,205-209
200611,4,D,170-174,10419,1791802,170-174
200611,4,A,240-244,1655,400644,Mas de 219
200611,4,A,235-239,2326,551066,Mas de 219
200611,4,D,230-234,1713,397144,Mas de 219
200611,2,D,Menor que 120,459,53535,Mas de 219
200611,2,A,145-149,4,591,Menos de 165
200611,2,A,225-229,14,3174,Mas de 219
200611,3,D,185-189,337,63012,185-189
200611,4,A,Menor que 120,25,2859,Mas de 219
200611,4,A,200-204,8600,1737674,200-204
200611,3,A,175-179,171,30259,175-179
200611,4,A,150-154,869,132059,Menos de 165
200611,2,A,140-144,1,140,Menos de 165
200611,4,D,255-259,222,57003,Mas de 219
200611,4,A,120-124,35,4283,Menos de 165
200611,3,D,165-169,345,57575,165-169
200611,2,A,180-184,621,113027,180-184
200611,3,A,215-219,152,32990,215-219
200611,4,D,130-134,1949,257787,Menos de 165
200611,3,D,145-149,229,33656,Menos de 165
200611,2,D,165-169,3562,593991,165-169
200611,4,D,120-124,1030,126148,Menos de 165
200611,3,A,180-184,190,34613,180-184
200611,3,D,135-139,130,17835,Menos de 165
200611,4,D,150-154,5565,845676,Menos de 165
200611,3,D,195-199,248,48830,195-199
200611,2,D,245-249,1,246,Mas de 219
200611,2,A,175-179,511,90434,175-179
200611,4,A,160-164,1785,289488,Menos de 165
200611,4,A,155-159,1374,215984,Menos de 165
200611,3,D,140-144,145,20594,Menos de 165
200611,3,D,Mas de 264,9,2455,Mas de 219
200611,4,A,260-264,371,97104,Mas de 219
200611,4,A,245-249,1276,314928,Mas de 219
200611,2,A,185-189,607,113444,185-189
200611,2,D,145-149,3409,501758,Menos de 165
200611,2,D,160-164,4702,761559,Menos de 165
200611,2,A,195-199,394,77509,195-199
200611,3,D,225-229,86,19486,Mas de 219
200611,3,A,220-224,124,27532,Mas de 219
200611,2,D,155-159,5993,941486,Menos de 165
200611,4,D,200-204,8750,1767582,200-204
200611,4,D,235-239,1062,251532,Mas de 219
200611,2,D,200-204,732,147644,200-204
200611,4,D,250-254,341,85945,Mas de 219
200611,2,A,215-219,52,11282,215-219
200611,4,A,255-259,650,166894,Mas de 219
200611,4,D,220-224,3227,716001,Mas de 219
200611,2,D,180-184,2104,382599,180-184
200611,3,D,215-219,114,24719,215-219
200611,4,D,260-264,87,22778,Mas de 219
200611,4,D,240-244,777,187914,Mas de 219
200611,2,D,135-139,2135,292803,Menos de 165
200611,3,D,190-194,303,58135,190-194
200611,2,D,250-254,1,250,Mas de 219
200611,4,A,185-189,6983,1306077,185-189
200611,4,A,125-129,73,9321,Menos de 165
200611,3,A,210-214,174,36922,210-214
200611,2,D,170-174,4202,721969,170-174
200611,2,D,140-144,2701,383991,Menos de 165
200611,4,D,Mas de 264,124,33621,Mas de 219
200611,2,A,190-194,557,106924,190-194
200611,4,A,165-169,2051,342854,165-169
200611,4,A,145-149,513,75442,Menos de 165
200611,3,D,Menor que 120,105,11514,Mas de 219
200611,3,A,155-159,53,8334,Menos de 165
200611,3,A,230-234,112,25981,Mas de 219
200611,3,A,205-209,192,39751,205-209
200611,3,D,150-154,239,36336,Menos de 165
200611,4,D,245-249,598,147630,Mas de 219
200611,2,D,185-189,1638,306229,185-189
200611,4,D,125-129,1637,208444,Menos de 165
200611,4,D,160-164,8144,1320647,Menos de 165
200611,4,A,140-144,280,39872,Menos de 165
200611,4,A,135-139,270,36993,Menos de 165
200611,3,A,Menor que 120,4,444,Mas de 219
200611,4,A,Mas de 264,438,119168,Mas de 219
200611,4,D,165-169,8771,1466483,165-169
200611,3,D,155-159,260,40825,Menos de 165
200611,2,D,150-154,4635,704475,Menos de 165
200611,3,D,180-184,354,64489,180-184
200611,4,A,195-199,8356,1645562,195-199
200611,2,A,155-159,9,1413,Menos de 165
200611,3,A,130-134,7,931,Menos de 165
200611,4,A,250-254,912,229684,Mas de 219
200611,2,D,215-219,242,52452,215-219
200611,2,D,120-124,704,86192,Menos de 165
200611,4,A,170-174,3059,526096,170-174
200611,3,A,225-229,107,24280,Mas de 219
200611,4,D,145-149,4690,689467,Menos de 165
200611,2,A,205-209,155,32040,205-209
200611,2,A,210-214,99,20938,210-214
200611,2,A,230-234,11,2546,Mas de 219
200611,3,A,150-154,38,5784,Menos de 165
200611,3,D,230-234,56,12993,Mas de 219
200611,4,A,215-219,5582,1211234,215-219
200611,3,D,205-209,174,36032,205-209
200611,3,A,235-239,75,17787,Mas de 219
200611,3,D,210-214,136,28809,210-214
200611,4,D,225-229,2438,553110,Mas de 219
200611,4,D,180-184,10113,1840181,180-184
200611,4,A,190-194,6871,1319491,190-194
200611,2,A,170-174,440,75728,170-174
200611,3,D,255-259,12,3079,Mas de 219
200611,2,A,255-259,1,259,Mas de 219
200611,4,D,140-144,3495,496381,Menos de 165
200611,3,A,240-244,80,19334,Mas de 219
200611,4,A,175-179,4410,781359,175-179
200611,3,A,120-124,2,246,Menos de 165
200611,2,D,220-224,181,40141,Mas de 219
200611,4,D,135-139,2616,358784,Menos de 165
200611,3,A,200-204,204,41187,200-204
200611,3,D,130-134,134,17703,Menos de 165
200611,4,D,175-179,12738,2254047,175-179
200611,2,D,190-194,1478,283647,190-194
200611,2,A,150-154,6,917,Menos de 165
200611,4,A,180-184,5881,1070138,180-184
200611,3,D,120-124,50,6128,Menos de 165
200611,4,D,185-189,8883,1661065,185-189
200611,4,D,195-199,9222,1814593,195-199
200611,2,D,210-214,376,79623,210-214
200611,4,A,220-224,4861,1078722,Mas de 219
200611,2,D,125-129,1083,137798,Menos de 165
200611,2,A,235-239,8,1887,Mas de 219
200611,3,A,260-264,25,6542,Mas de 219
200611,3,D,170-174,331,56923,170-174
200611,3,D,250-254,26,6554,Mas de 219
200611,2,A,240-244,3,727,Mas de 219
200611,2,A,200-204,244,49239,200-204
200611,4,A,210-214,6553,1388929,210-214
200611,3,D,200-204,221,44607,200-204
200611,3,A,185-189,222,41523,185-189
200611,3,D,235-239,37,8770,Mas de 219
200611,3,A,165-169,100,16702,165-169
200611,4,D,215-219,3809,826370,215-219
200611,3,D,240-244,37,8951,Mas de 219
200611,4,D,Menor que 120,1572,172586,Mas de 219
200611,2,A,220-224,41,9099,Mas de 219
200611,2,D,230-234,28,6493,Mas de 219
200611,3,D,220-224,86,19079,Mas de 219
200611,3,A,245-249,53,13076,Mas de 219
200611,4,A,205-209,7921,1637724,205-209
200611,4,A,230-234,3202,742688,Mas de 219
200611,2,D,130-134,1840,242870,Menos de 165
200611,4,D,190-194,10402,1998720,190-194
200611,3,A,160-164,68,11016,Menos de 165
200611,3,A,145-149,19,2796,Menos de 165
200611,3,A,125-129,5,636,Menos de 165
200611,2,D,225-229,59,13378,Mas de 219
200611,3,D,175-179,361,63900,175-179
200611,3,A,195-199,198,39027,195-199
200611,2,A,160-164,179,29025,Menos de 165
200611,3,A,Mas de 264,43,11721,Mas de 219
200611,2,A,245-249,1,246,Mas de 219
200611,2,D,235-239,9,2137,Mas de 219
200611,3,D,125-129,83,10566,Menos de 165
200611,4,A,130-134,110,14521,Menos de 165
200611,3,A,135-139,14,1919,Menos de 165
200611,3,D,160-164,316,51201,Menos de 165
200611,3,D,260-264,12,3142,Mas de 219
200611,3,A,250-254,56,14105,Mas de 219
200611,2,A,165-169,180,30063,165-169
200611,3,A,140-144,24,3415,Menos de 165
200611,2,D,240-244,3,722,Mas de 219
200611,4,D,155-159,7141,1121382,Menos de 165
200611,2,D,175-179,2595,458841,175-179
200611,3,A,170-174,123,21163,170-174
200611,4,A,225-229,3973,901486,Mas de 219
200611,3,D,245-249,28,6903,Mas de 219
200611,3,A,255-259,33,8490,Mas de 219
200611,2,D,205-209,490,101348,205-209
200612,3,D,160-164,293,47501,Menos de 165
200612,4,D,240-244,632,152913,Mas de 219
200612,3,D,195-199,238,46842,195-199
200612,3,D,185-189,285,53262,185-189
200612,4,D,175-179,11198,1980928,175-179
200612,4,D,205-209,4982,1030587,205-209
200612,2,A,210-214,82,17358,210-214
200612,2,D,150-154,3786,575666,Menos de 165
200612,2,A,230-234,12,2785,Mas de 219
200612,3,D,215-219,109,23639,215-219
200612,3,D,120-124,56,6852,Menos de 165
200612,2,D,180-184,795,144586,180-184
200612,2,D,200-204,295,59452,200-204
200612,2,D,165-169,3248,541514,165-169
200612,4,D,235-239,869,205722,Mas de 219
200612,3,D,150-154,253,38427,Menos de 165
200612,3,A,155-159,42,6599,Menos de 165
200612,4,A,165-169,1889,315755,165-169
200612,2,D,215-219,44,9543,215-219
200612,2,D,185-189,749,140028,185-189
200612,4,A,125-129,63,8063,Menos de 165
200612,4,A,245-249,1378,340155,Mas de 219
200612,2,A,190-194,592,113630,190-194
200612,3,D,180-184,344,62693,180-184
200612,3,A,150-154,30,4562,Menos de 165
200612,4,A,Mas de 264,415,112865,Mas de 219
200612,3,D,255-259,10,2571,Mas de 219
200612,3,D,140-144,183,26017,Menos de 165
200612,4,D,225-229,1972,447424,Mas de 219
200612,3,A,Menor que 120,3,345,Mas de 219
200612,2,D,160-164,4509,730163,Menos de 165
200612,3,D,135-139,142,19452,Menos de 165
200612,2,D,120-124,512,62656,Menos de 165
200612,2,A,155-159,18,2821,Menos de 165
200612,4,D,130-134,1626,214886,Menos de 165
200612,3,D,170-174,297,51058,170-174
200612,3,D,145-149,271,39806,Menos de 165
200612,3,A,190-194,129,24785,190-194
200612,4,D,Menor que 120,1389,153132,Mas de 219
200612,3,A,215-219,119,25822,215-219
200612,4,A,260-264,396,103700,Mas de 219
200612,2,D,140-144,1900,270112,Menos de 165
200612,3,D,250-254,21,5279,Mas de 219
200612,4,D,210-214,4021,852214,210-214
200612,4,A,240-244,1741,421354,Mas de 219
200612,2,A,205-209,142,29366,205-209
200612,2,A,150-154,6,918,Menos de 165
200612,3,D,200-204,198,39967,200-204
200612,4,A,250-254,1012,254855,Mas de 219
200612,3,D,155-159,277,43549,Menos de 165
200612,2,D,190-194,647,124117,190-194
200612,4,D,230-234,1355,314141,Mas de 219
200612,4,D,125-129,1421,180782,Menos de 165
200612,4,A,235-239,2283,540928,Mas de 219
200612,3,A,195-199,152,29937,195-199
200612,2,D,230-234,11,2551,Mas de 219
200612,2,D,220-224,27,5974,Mas de 219
200612,3,D,245-249,21,5190,Mas de 219
200612,3,A,160-164,55,8905,Menos de 165
200612,2,A,235-239,6,1419,Mas de 219
200612,2,D,170-174,1932,331823,170-174
200612,2,A,240-244,3,730,Mas de 219
200612,2,D,210-214,83,17559,210-214
200612,4,A,120-124,18,2218,Menos de 165
200612,3,A,140-144,11,1560,Menos de 165
200612,4,D,255-259,176,45202,Mas de 219
200612,3,D,165-169,333,55579,165-169
200612,3,A,175-179,111,19668,175-179
200612,4,D,190-194,9567,1838671,190-194
200612,4,A,150-154,779,118508,Menos de 165
200612,3,D,Mas de 264,7,1887,Mas de 219
200612,4,A,130-134,68,8964,Menos de 165
200612,3,A,135-139,5,686,Menos de 165
200612,2,A,220-224,32,7094,Mas de 219
200612,3,A,180-184,128,23352,180-184
200612,4,A,170-174,2936,504852,170-174
200612,2,A,130-134,1,131,Menos de 165
200612,3,A,225-229,96,21794,Mas de 219
200612,3,A,165-169,70,11705,165-169
200612,4,A,255-259,674,173040,Mas de 219
200612,2,A,170-174,386,66396,170-174
200612,2,D,125-129,768,97745,Menos de 165
200612,3,A,185-189,151,28283,185-189
200612,3,D,Menor que 120,117,12915,Mas de 219
200612,4,A,205-209,8181,1691351,205-209
200612,4,A,230-234,3220,746715,Mas de 219
200612,3,A,145-149,16,2358,Menos de 165
200612,2,A,250-254,1,251,Mas de 219
200612,4,A,220-224,5099,1131430,Mas de 219
200612,3,A,245-249,52,12839,Mas de 219
200612,3,D,205-209,168,34777,205-209
200612,4,A,210-214,6614,1402062,210-214
200612,4,D,200-204,7381,1490662,200-204
200612,2,D,Menor que 120,303,35390,Mas de 219
200612,3,D,260-264,6,1565,Mas de 219
200612,4,D,150-154,4673,710004,Menos de 165
200612,2,D,260-264,1,263,Mas de 219
200612,4,D,160-164,6706,1087538,Menos de 165
200612,2,A,145-149,8,1175,Menos de 165
200612,3,D,240-244,45,10885,Mas de 219
200612,4,A,155-159,1261,198082,Menos de 165
200612,3,D,235-239,39,9244,Mas de 219
200612,4,D,120-124,852,104357,Menos de 165
200612,2,D,205-209,128,26464,205-209
200612,3,D,175-179,338,59893,175-179
200612,4,D,215-219,3128,678711,215-219
200612,3,A,125-129,3,383,Menos de 165
200612,4,D,185-189,7607,1422582,185-189
200612,4,D,220-224,2649,587739,Mas de 219
200612,2,A,245-249,3,744,Mas de 219
200612,4,A,190-194,6287,1207250,190-194
200612,3,A,Mas de 264,30,8235,Mas de 219
200612,3,D,130-134,112,14780,Menos de 165
200612,4,D,170-174,9094,1564201,170-174
200612,4,D,250-254,257,64746,Mas de 219
200612,3,A,240-244,43,10394,Mas de 219
200612,3,A,220-224,92,20416,Mas de 219
200612,3,A,200-204,143,28855,200-204
200612,4,D,135-139,2267,310913,Menos de 165
200612,3,A,260-264,9,2357,Mas de 219
200612,3,D,225-229,84,19035,Mas de 219
200612,2,D,175-179,1090,192634,175-179
200612,2,A,195-199,400,78778,195-199
200612,4,D,140-144,2932,416703,Menos de 165
200612,4,A,215-219,5765,1250771,215-219
200612,3,D,210-214,122,25844,210-214
200612,4,D,165-169,7399,1237454,165-169
200612,4,D,180-184,8715,1585435,180-184
200612,2,D,130-134,1233,162863,Menos de 165
200612,3,D,230-234,49,11377,Mas de 219
200612,2,D,135-139,1513,207531,Menos de 165
200612,2,A,165-169,163,27198,165-169
200612,2,A,200-204,311,62698,200-204
200612,3,A,235-239,66,15646,Mas de 219
200612,4,A,195-199,8051,1585600,195-199
200612,2,A,215-219,55,11919,215-219
200612,3,A,120-124,1,123,Menos de 165
200612,4,A,185-189,6464,1208813,185-189
200612,2,A,175-179,472,83598,175-179
200612,3,A,250-254,41,10321,Mas de 219
200612,4,D,145-149,4012,589685,Menos de 165
200612,2,D,225-229,17,3862,Mas de 219
200612,4,A,175-179,4217,747776,175-179
200612,2,A,160-164,122,19777,Menos de 165
